{'cmd': 'experiment', 'dataset': 'kiba', 'data_dir': None, 'drug_model': 'DeepChem/ChemBERTa-77M-MLM', 'protein_model': 'esm2-650m', 'drug_pool': 'mean', 'protein_pool': 'mean', 'max_smi_len': 512, 'max_prot_len': 1022, 'long_strategy': 'truncate', 'drug_fingerprint': 'none', 'fp_bits': 2048, 'encode_batch_size': 4, 'encode_device': 'auto', 'rebuild_cache': False, 'device': 'auto', 'seed': 1, 'batch_size': 256, 'num_workers': 0, 'dropout': 0.2, 'epochs': 100, 'lr': 0.001, 'patience': 15, 'weight_decay': 0.0001, 'lr_schedule': 'plateau', 'grad_clip': 1.0, 'normalize_target': True, 'out_dir': '/data/user/nnguye26/deepdta/runs/deepdta_pretrain/kiba/20260829-1645_plm-esm650m_experiment'}
Device: cuda
Encoders: {'drug': {'hf_name': 'DeepChem/ChemBERTa-77M-MLM', 'dim': 384, 'pool': 'mean', 'max_len': 510, 'max_len_requested': 512, 'max_length_with_special': 512, 'n_texts': 2111, 'n_truncated': 1, 'token_len_min': 22, 'token_len_max': 592, 'token_len_mean': 59.666982472761724}, 'protein': {'hf_name': 'facebook/esm2_t33_650M_UR50D', 'dim': 1280, 'pool': 'mean', 'max_len': 1022, 'max_len_requested': 1022, 'max_length_with_special': 1024, 'long_strategy': 'truncate', 'n_texts': 229, 'n_truncated': 42, 'token_len_min': 217, 'token_len_max': 4130, 'token_len_mean': 730.9563318777292}}
Drugs=2111 proteins=229 labeled=118254
Fold 0: train=78836 val=19709 test=19709
Epoch 071 | train MSE 0.19517 CI 0.83194 | val MSE 0.23603 CI 0.82455
Epoch 072 | train MSE 0.19891 CI 0.83165 | val MSE 0.23413 CI 0.82555
  lr 5.00e-04 -> 2.50e-04
Epoch 073 | train MSE 0.18753 CI 0.83652 | val MSE 0.22976 CI 0.82921
Epoch 074 | train MSE 0.19070 CI 0.83730 | val MSE 0.22732 CI 0.82864
Epoch 075 | train MSE 0.18256 CI 0.83825 | val MSE 0.22464 CI 0.83012
Epoch 076 | train MSE 0.18113 CI 0.83978 | val MSE 0.22782 CI 0.83045
Epoch 077 | train MSE 0.18027 CI 0.83958 | val MSE 0.22821 CI 0.82914
Epoch 078 | train MSE 0.17897 CI 0.84088 | val MSE 0.22565 CI 0.83137
Epoch 079 | train MSE 0.17887 CI 0.84130 | val MSE 0.22617 CI 0.82970
Epoch 080 | train MSE 0.17349 CI 0.84259 | val MSE 0.22339 CI 0.83122
Epoch 081 | train MSE 0.17678 CI 0.84273 | val MSE 0.22407 CI 0.83288
Epoch 082 | train MSE 0.17289 CI 0.84438 | val MSE 0.22449 CI 0.83294
Epoch 083 | train MSE 0.17066 CI 0.84536 | val MSE 0.22405 CI 0.83205
Epoch 084 | train MSE 0.16932 CI 0.84497 | val MSE 0.22172 CI 0.83390
Epoch 085 | train MSE 0.17047 CI 0.84581 | val MSE 0.22166 CI 0.83411
Epoch 086 | train MSE 0.16941 CI 0.84764 | val MSE 0.22308 CI 0.83494
Epoch 087 | train MSE 0.16932 CI 0.84800 | val MSE 0.21956 CI 0.83427
Epoch 088 | train MSE 0.16459 CI 0.84822 | val MSE 0.22089 CI 0.83614
Epoch 089 | train MSE 0.16488 CI 0.84932 | val MSE 0.22052 CI 0.83655
Epoch 090 | train MSE 0.16616 CI 0.85022 | val MSE 0.21812 CI 0.83569
Epoch 091 | train MSE 0.15998 CI 0.85121 | val MSE 0.21869 CI 0.83715
Epoch 092 | train MSE 0.16101 CI 0.85141 | val MSE 0.21823 CI 0.83678
Epoch 093 | train MSE 0.15844 CI 0.85304 | val MSE 0.22061 CI 0.83707
Epoch 094 | train MSE 0.15469 CI 0.85292 | val MSE 0.21954 CI 0.83731
Epoch 095 | train MSE 0.15625 CI 0.85366 | val MSE 0.21759 CI 0.83843
Epoch 096 | train MSE 0.15530 CI 0.85465 | val MSE 0.21500 CI 0.83840
Epoch 097 | train MSE 0.15266 CI 0.85535 | val MSE 0.21611 CI 0.83859
Epoch 098 | train MSE 0.15188 CI 0.85541 | val MSE 0.21597 CI 0.83869
Epoch 099 | train MSE 0.15202 CI 0.85624 | val MSE 0.21341 CI 0.83964
Epoch 100 | train MSE 0.15047 CI 0.85657 | val MSE 0.21601 CI 0.83968
Best val MSE 0.21341 @ epoch 99 (last epoch 100)
Loaded best.pt (epoch 99, val MSE 0.213409109598446)
Fold=0 val CI=0.83964 MSE=0.21341 | test CI=0.83979 MSE=0.21073 rm2=0.64493 AUPR=0.77296
Fold 1: train=78836 val=19709 test=19709
Epoch 001 | train MSE 0.65215 CI 0.64596 | val MSE 0.53693 CI 0.68948
Epoch 002 | train MSE 0.53122 CI 0.69269 | val MSE 0.49168 CI 0.71290
Epoch 003 | train MSE 0.49358 CI 0.70808 | val MSE 0.47095 CI 0.72527
Epoch 004 | train MSE 0.46875 CI 0.71853 | val MSE 0.44198 CI 0.72723
Epoch 005 | train MSE 0.44777 CI 0.72671 | val MSE 0.42663 CI 0.73211
Epoch 006 | train MSE 0.43091 CI 0.73338 | val MSE 0.41105 CI 0.74607
Epoch 007 | train MSE 0.41987 CI 0.73861 | val MSE 0.40537 CI 0.74982
Epoch 008 | train MSE 0.40770 CI 0.74256 | val MSE 0.38989 CI 0.75323
Epoch 009 | train MSE 0.39275 CI 0.74942 | val MSE 0.37581 CI 0.75812
Epoch 010 | train MSE 0.38402 CI 0.75217 | val MSE 0.37292 CI 0.76422
Epoch 011 | train MSE 0.37527 CI 0.75713 | val MSE 0.37062 CI 0.76647
Epoch 012 | train MSE 0.36813 CI 0.75954 | val MSE 0.37045 CI 0.77237
Epoch 013 | train MSE 0.35874 CI 0.76325 | val MSE 0.36383 CI 0.76597
Epoch 014 | train MSE 0.35446 CI 0.76493 | val MSE 0.35021 CI 0.77396
Epoch 015 | train MSE 0.34711 CI 0.76870 | val MSE 0.34267 CI 0.77729
Epoch 016 | train MSE 0.33991 CI 0.77152 | val MSE 0.33494 CI 0.77854
Epoch 017 | train MSE 0.33409 CI 0.77387 | val MSE 0.32768 CI 0.78193
Epoch 018 | train MSE 0.33321 CI 0.77398 | val MSE 0.32794 CI 0.78296
Epoch 019 | train MSE 0.32384 CI 0.77766 | val MSE 0.33191 CI 0.78296
Epoch 020 | train MSE 0.31966 CI 0.78007 | val MSE 0.32218 CI 0.78443
Epoch 021 | train MSE 0.31666 CI 0.78196 | val MSE 0.31580 CI 0.78751
Epoch 022 | train MSE 0.31143 CI 0.78245 | val MSE 0.31411 CI 0.78815
Epoch 023 | train MSE 0.30611 CI 0.78561 | val MSE 0.30368 CI 0.79254
Epoch 024 | train MSE 0.30386 CI 0.78629 | val MSE 0.30378 CI 0.79346
Epoch 025 | train MSE 0.29840 CI 0.78865 | val MSE 0.29636 CI 0.79532
Epoch 026 | train MSE 0.29681 CI 0.78925 | val MSE 0.29948 CI 0.79150
Epoch 027 | train MSE 0.29170 CI 0.79046 | val MSE 0.29860 CI 0.79388
Epoch 028 | train MSE 0.29142 CI 0.79168 | val MSE 0.29424 CI 0.79808
Epoch 029 | train MSE 0.28733 CI 0.79283 | val MSE 0.28943 CI 0.79778
Epoch 030 | train MSE 0.28271 CI 0.79386 | val MSE 0.29167 CI 0.79728
Epoch 031 | train MSE 0.28003 CI 0.79483 | val MSE 0.28291 CI 0.79970
Epoch 032 | train MSE 0.27648 CI 0.79606 | val MSE 0.28025 CI 0.80254
Epoch 033 | train MSE 0.27729 CI 0.79703 | val MSE 0.29064 CI 0.79762
Epoch 034 | train MSE 0.27341 CI 0.79806 | val MSE 0.28499 CI 0.80343
Epoch 035 | train MSE 0.27282 CI 0.79885 | val MSE 0.27863 CI 0.80350
Epoch 036 | train MSE 0.26871 CI 0.79985 | val MSE 0.27209 CI 0.80559
Epoch 037 | train MSE 0.26624 CI 0.80075 | val MSE 0.26887 CI 0.80697
Epoch 038 | train MSE 0.26544 CI 0.80229 | val MSE 0.28251 CI 0.80627
Epoch 039 | train MSE 0.26278 CI 0.80310 | val MSE 0.27636 CI 0.80526
Epoch 040 | train MSE 0.26037 CI 0.80202 | val MSE 0.26785 CI 0.80642
Epoch 041 | train MSE 0.26156 CI 0.80225 | val MSE 0.26855 CI 0.80701
Epoch 042 | train MSE 0.25923 CI 0.80420 | val MSE 0.26546 CI 0.80634
Epoch 043 | train MSE 0.25728 CI 0.80393 | val MSE 0.26475 CI 0.80697
Epoch 044 | train MSE 0.25644 CI 0.80576 | val MSE 0.26823 CI 0.80870
Epoch 045 | train MSE 0.25373 CI 0.80651 | val MSE 0.26283 CI 0.80894
Epoch 046 | train MSE 0.25139 CI 0.80637 | val MSE 0.26629 CI 0.80807
Epoch 047 | train MSE 0.25221 CI 0.80630 | val MSE 0.26554 CI 0.81204
Epoch 048 | train MSE 0.25053 CI 0.80819 | val MSE 0.26495 CI 0.81160
Epoch 049 | train MSE 0.24640 CI 0.80894 | val MSE 0.25658 CI 0.81077
Epoch 050 | train MSE 0.24340 CI 0.81037 | val MSE 0.26110 CI 0.81040
Epoch 051 | train MSE 0.24458 CI 0.80881 | val MSE 0.26033 CI 0.81236
Epoch 052 | train MSE 0.24120 CI 0.81125 | val MSE 0.25377 CI 0.81400
Epoch 053 | train MSE 0.24086 CI 0.81172 | val MSE 0.26144 CI 0.81377
Epoch 054 | train MSE 0.24076 CI 0.81168 | val MSE 0.25715 CI 0.81310
Epoch 055 | train MSE 0.23962 CI 0.81136 | val MSE 0.25567 CI 0.81397
Epoch 056 | train MSE 0.23754 CI 0.81207 | val MSE 0.25275 CI 0.81344
Epoch 057 | train MSE 0.23881 CI 0.81281 | val MSE 0.25620 CI 0.81339
Epoch 058 | train MSE 0.23831 CI 0.81320 | val MSE 0.25103 CI 0.81646
